,Date,Game_Index,Team,GameYear
0,2018-10-16,1,BOS,18
1,2018-10-16,1,PHI,18
2,2018-10-16,2,GSW,18
3,2018-10-16,2,OKC,18
4,2018-10-17,1,CHO,18
5,2018-10-17,1,MIL,18
6,2018-10-17,2,DET,18
7,2018-10-17,2,BRK,18
8,2018-10-17,3,HOU,18
9,2018-10-17,3,NOP,18
10,2018-10-17,4,IND,18
11,2018-10-17,4,MEM,18
12,2018-10-17,5,LAC,18
13,2018-10-17,5,DEN,18
14,2018-10-17,6,NYK,18
15,2018-10-17,6,ATL,18
16,2018-10-17,7,ORL,18
17,2018-10-17,7,MIA,18
18,2018-10-17,8,PHO,18
19,2018-10-17,8,DAL,18
20,2018-10-17,9,SAC,18
21,2018-10-17,9,UTA,18
22,2018-10-17,10,SAS,18
23,2018-10-17,10,MIN,18
24,2018-10-17,11,TOR,18
25,2018-10-17,11,CLE,18
26,2018-10-18,1,PHI,18
27,2018-10-18,1,CHI,18
28,2018-10-18,2,POR,18
29,2018-10-18,2,LAL,18
30,2018-10-18,3,WAS,18
31,2018-10-18,3,MIA,18
32,2018-10-19,1,BRK,18
33,2018-10-19,1,NYK,18
34,2018-10-19,2,LAC,18
35,2018-10-19,2,OKC,18
36,2018-10-19,3,MEM,18
37,2018-10-19,3,ATL,18
38,2018-10-19,4,MIL,18
39,2018-10-19,4,IND,18
40,2018-10-19,5,MIN,18
41,2018-10-19,5,CLE,18
42,2018-10-19,6,NOP,18
43,2018-10-19,6,SAC,18
44,2018-10-19,7,ORL,18
45,2018-10-19,7,CHO,18
46,2018-10-19,8,TOR,18
47,2018-10-19,8,BOS,18
48,2018-10-19,9,UTA,18
49,2018-10-19,9,GSW,18
50,2018-10-20,1,CHI,18
51,2018-10-20,1,DET,18
52,2018-10-20,2,DAL,18
53,2018-10-20,2,MIN,18
54,2018-10-20,3,DEN,18
55,2018-10-20,3,PHO,18
56,2018-10-20,4,IND,18
57,2018-10-20,4,BRK,18
58,2018-10-20,5,LAL,18
59,2018-10-20,5,HOU,18
60,2018-10-20,6,MIA,18
61,2018-10-20,6,CHO,18
62,2018-10-20,7,NYK,18
63,2018-10-20,7,BOS,18
64,2018-10-20,8,PHI,18
65,2018-10-20,8,ORL,18
66,2018-10-20,9,POR,18
67,2018-10-20,9,SAS,18
68,2018-10-20,10,WAS,18
69,2018-10-20,10,TOR,18
70,2018-10-21,1,CLE,18
71,2018-10-21,1,ATL,18
72,2018-10-21,2,DEN,18
73,2018-10-21,2,GSW,18
74,2018-10-21,3,LAC,18
75,2018-10-21,3,HOU,18
76,2018-10-21,4,OKC,18
77,2018-10-21,4,SAC,18
78,2018-10-22,1,BOS,18
79,2018-10-22,1,ORL,18
80,2018-10-22,2,DAL,18
81,2018-10-22,2,CHI,18
82,2018-10-22,3,GSW,18
83,2018-10-22,3,PHO,18
84,2018-10-22,4,LAL,18
85,2018-10-22,4,SAS,18
86,2018-10-22,5,MIL,18
87,2018-10-22,5,NYK,18
88,2018-10-22,6,MIN,18
89,2018-10-22,6,IND,18
90,2018-10-22,7,POR,18
91,2018-10-22,7,WAS,18
92,2018-10-22,8,TOR,18
93,2018-10-22,8,CHO,18
94,2018-10-22,9,UTA,18
95,2018-10-22,9,MEM,18
96,2018-10-23,1,DEN,18
97,2018-10-23,1,SAC,18
98,2018-10-23,2,DET,18
99,2018-10-23,2,PHI,18
100,2018-10-23,3,NOP,18
101,2018-10-23,3,LAC,18
102,2018-10-24,1,ATL,18
103,2018-10-24,1,DAL,18
104,2018-10-24,2,CHI,18
105,2018-10-24,2,CHO,18
106,2018-10-24,3,CLE,18
107,2018-10-24,3,BRK,18
108,2018-10-24,4,GSW,18
109,2018-10-24,4,WAS,18
110,2018-10-24,5,HOU,18
111,2018-10-24,5,UTA,18
112,2018-10-24,6,MIA,18
113,2018-10-24,6,NYK,18
114,2018-10-24,7,MIL,18
115,2018-10-24,7,PHI,18
116,2018-10-24,8,PHO,18
117,2018-10-24,8,LAL,18
118,2018-10-24,9,SAC,18
119,2018-10-24,9,MEM,18
120,2018-10-24,10,SAS,18
121,2018-10-24,10,IND,18
122,2018-10-24,11,TOR,18
123,2018-10-24,11,MIN,18
124,2018-10-25,1,DET,18
125,2018-10-25,1,CLE,18
126,2018-10-25,2,LAL,18
127,2018-10-25,2,DEN,18
128,2018-10-25,3,OKC,18
129,2018-10-25,3,BOS,18
130,2018-10-25,4,ORL,18
131,2018-10-25,4,POR,18
132,2018-10-26,1,CHO,18
133,2018-10-26,1,CHI,18
134,2018-10-26,2,HOU,18
135,2018-10-26,2,LAC,18
136,2018-10-26,3,MIN,18
137,2018-10-26,3,MIL,18
138,2018-10-26,4,NOP,18
139,2018-10-26,4,BRK,18
140,2018-10-26,5,NYK,18
141,2018-10-26,5,GSW,18
142,2018-10-26,6,SAC,18
143,2018-10-26,6,WAS,18
144,2018-10-26,7,TOR,18
145,2018-10-26,7,DAL,18
146,2018-10-27,1,ATL,18
147,2018-10-27,1,CHI,18
148,2018-10-27,2,CLE,18
149,2018-10-27,2,IND,18
150,2018-10-27,3,DET,18
151,2018-10-27,3,BOS,18
152,2018-10-27,4,MEM,18
153,2018-10-27,4,PHO,18
154,2018-10-27,5,MIA,18
155,2018-10-27,5,POR,18
156,2018-10-27,6,MIL,18
157,2018-10-27,6,ORL,18
158,2018-10-27,7,NOP,18
159,2018-10-27,7,UTA,18
160,2018-10-27,8,PHI,18
161,2018-10-27,8,CHO,18
162,2018-10-27,9,SAS,18
163,2018-10-27,9,LAL,18
164,2018-10-28,1,BRK,18
165,2018-10-28,1,GSW,18
166,2018-10-28,2,DAL,18
167,2018-10-28,2,UTA,18
168,2018-10-28,3,LAC,18
169,2018-10-28,3,WAS,18
170,2018-10-28,4,OKC,18
171,2018-10-28,4,PHO,18
172,2018-10-29,1,CHI,18
173,2018-10-29,1,GSW,18
174,2018-10-29,2,DEN,18
175,2018-10-29,2,NOP,18
176,2018-10-29,3,IND,18
177,2018-10-29,3,POR,18
178,2018-10-29,4,MIA,18
179,2018-10-29,4,SAC,18
180,2018-10-29,5,MIL,18
181,2018-10-29,5,TOR,18
182,2018-10-29,6,MIN,18
183,2018-10-29,6,LAL,18
184,2018-10-29,7,NYK,18
185,2018-10-29,7,BRK,18
186,2018-10-29,8,PHI,18
187,2018-10-29,8,ATL,18
188,2018-10-29,9,SAS,18
189,2018-10-29,9,DAL,18
190,2018-10-30,1,BOS,18
191,2018-10-30,1,DET,18
192,2018-10-30,2,CHO,18
193,2018-10-30,2,MIA,18
194,2018-10-30,3,CLE,18
195,2018-10-30,3,ATL,18
196,2018-10-30,4,HOU,18
197,2018-10-30,4,POR,18
198,2018-10-30,5,MEM,18
199,2018-10-30,5,WAS,18
200,2018-10-30,6,OKC,18
201,2018-10-30,6,LAC,18
202,2018-10-30,7,ORL,18
203,2018-10-30,7,SAC,18
204,2018-10-30,8,TOR,18
205,2018-10-30,8,PHI,18
206,2018-10-31,1,BRK,18
207,2018-10-31,1,DET,18
208,2018-10-31,2,CHI,18
209,2018-10-31,2,DEN,18
210,2018-10-31,3,GSW,18
211,2018-10-31,3,NOP,18
212,2018-10-31,4,LAL,18
213,2018-10-31,4,DAL,18
214,2018-10-31,5,MIN,18
215,2018-10-31,5,UTA,18
216,2018-10-31,6,NYK,18
217,2018-10-31,6,IND,18
218,2018-10-31,7,PHO,18
219,2018-10-31,7,SAS,18
220,2018-11-01,1,ATL,18
221,2018-11-01,1,SAC,18
222,2018-11-01,2,BOS,18
223,2018-11-01,2,MIL,18
224,2018-11-01,3,CHO,18
225,2018-11-01,3,OKC,18
226,2018-11-01,4,CLE,18
227,2018-11-01,4,DEN,18
228,2018-11-01,5,PHI,18
229,2018-11-01,5,LAC,18
230,2018-11-01,6,POR,18
231,2018-11-01,6,NOP,18
232,2018-11-02,1,BRK,18
233,2018-11-02,1,HOU,18
234,2018-11-02,2,CHI,18
235,2018-11-02,2,IND,18
236,2018-11-02,3,DAL,18
237,2018-11-02,3,NYK,18
238,2018-11-02,4,GSW,18
239,2018-11-02,4,MIN,18
240,2018-11-02,5,ORL,18
241,2018-11-02,5,LAC,18
242,2018-11-02,6,PHO,18
243,2018-11-02,6,TOR,18
244,2018-11-02,7,UTA,18
245,2018-11-02,7,MEM,18
246,2018-11-02,8,WAS,18
247,2018-11-02,8,OKC,18
248,2018-11-03,1,ATL,18
249,2018-11-03,1,MIA,18
250,2018-11-03,2,CHI,18
251,2018-11-03,2,HOU,18
252,2018-11-03,3,CHO,18
253,2018-11-03,3,CLE,18
254,2018-11-03,4,DEN,18
255,2018-11-03,4,UTA,18
256,2018-11-03,5,IND,18
257,2018-11-03,5,BOS,18
258,2018-11-03,6,PHI,18
259,2018-11-03,6,DET,18
260,2018-11-03,7,POR,18
261,2018-11-03,7,LAL,18
262,2018-11-03,8,SAS,18
263,2018-11-03,8,NOP,18
264,2018-11-04,1,BRK,18
265,2018-11-04,1,PHI,18
266,2018-11-04,2,LAL,18
267,2018-11-04,2,TOR,18
268,2018-11-04,3,MIL,18
269,2018-11-04,3,SAC,18
270,2018-11-04,4,PHO,18
271,2018-11-04,4,MEM,18
272,2018-11-04,5,POR,18
273,2018-11-04,5,MIN,18
274,2018-11-04,6,SAS,18
275,2018-11-04,6,ORL,18
276,2018-11-04,7,WAS,18
277,2018-11-04,7,NYK,18
278,2018-11-05,1,DEN,18
279,2018-11-05,1,BOS,18
280,2018-11-05,2,DET,18
281,2018-11-05,2,MIA,18
282,2018-11-05,3,GSW,18
283,2018-11-05,3,MEM,18
284,2018-11-05,4,IND,18
285,2018-11-05,4,HOU,18
286,2018-11-05,5,LAC,18
287,2018-11-05,5,MIN,18
288,2018-11-05,6,NYK,18
289,2018-11-05,6,CHI,18
290,2018-11-05,7,OKC,18
291,2018-11-05,7,NOP,18
292,2018-11-05,8,ORL,18
293,2018-11-05,8,CLE,18
294,2018-11-05,9,UTA,18
295,2018-11-05,9,TOR,18
296,2018-11-06,1,CHO,18
297,2018-11-06,1,ATL,18
298,2018-11-06,2,DAL,18
299,2018-11-06,2,WAS,18
300,2018-11-06,3,PHO,18
301,2018-11-06,3,BRK,18
302,2018-11-06,4,POR,18
303,2018-11-06,4,MIL,18
304,2018-11-07,1,ATL,18
305,2018-11-07,1,NYK,18
306,2018-11-07,2,CLE,18
307,2018-11-07,2,OKC,18
308,2018-11-07,3,IND,18
309,2018-11-07,3,PHI,18
310,2018-11-07,4,LAL,18
311,2018-11-07,4,MIN,18
312,2018-11-07,5,MEM,18
313,2018-11-07,5,DEN,18
314,2018-11-07,6,MIA,18
315,2018-11-07,6,SAS,18
316,2018-11-07,7,NOP,18
317,2018-11-07,7,CHI,18
318,2018-11-07,8,ORL,18
319,2018-11-07,8,DET,18
320,2018-11-07,9,SAC,18
321,2018-11-07,9,TOR,18
322,2018-11-07,10,UTA,18
323,2018-11-07,10,DAL,18
324,2018-11-08,1,GSW,18
325,2018-11-08,1,MIL,18
326,2018-11-08,2,OKC,18
327,2018-11-08,2,HOU,18
328,2018-11-08,3,PHO,18
329,2018-11-08,3,BOS,18
330,2018-11-08,4,POR,18
331,2018-11-08,4,LAC,18
332,2018-11-09,1,ATL,18
333,2018-11-09,1,DET,18
334,2018-11-09,2,DEN,18
335,2018-11-09,2,BRK,18
336,2018-11-09,3,MIA,18
337,2018-11-09,3,IND,18
338,2018-11-09,4,ORL,18
339,2018-11-09,4,WAS,18
340,2018-11-09,5,PHI,18
341,2018-11-09,5,CHO,18
342,2018-11-09,6,SAC,18
343,2018-11-09,6,MIN,18
344,2018-11-09,7,UTA,18
345,2018-11-09,7,BOS,18
346,2018-11-10,1,CHI,18
347,2018-11-10,1,CLE,18
348,2018-11-10,2,DAL,18
349,2018-11-10,2,OKC,18
350,2018-11-10,3,GSW,18
351,2018-11-10,3,BRK,18
352,2018-11-10,4,LAC,18
353,2018-11-10,4,MIL,18
354,2018-11-10,5,MEM,18
355,2018-11-10,5,PHI,18
356,2018-11-10,6,MIA,18
357,2018-11-10,6,WAS,18
358,2018-11-10,7,NOP,18
359,2018-11-10,7,PHO,18
360,2018-11-10,8,SAC,18
361,2018-11-10,8,LAL,18
362,2018-11-10,9,SAS,18
363,2018-11-10,9,HOU,18
364,2018-11-10,10,TOR,18
365,2018-11-10,10,NYK,18
366,2018-11-11,1,DEN,18
367,2018-11-11,1,MIL,18
368,2018-11-11,2,DET,18
369,2018-11-11,2,CHO,18
370,2018-11-11,3,HOU,18
371,2018-11-11,3,IND,18
372,2018-11-11,4,LAL,18
373,2018-11-11,4,ATL,18
374,2018-11-11,5,NYK,18
375,2018-11-11,5,ORL,18
376,2018-11-11,6,POR,18
377,2018-11-11,6,BOS,18
378,2018-11-12,1,CHI,18
379,2018-11-12,1,DAL,18
380,2018-11-12,2,LAC,18
381,2018-11-12,2,GSW,18
382,2018-11-12,3,MEM,18
383,2018-11-12,3,UTA,18
384,2018-11-12,4,MIA,18
385,2018-11-12,4,PHI,18
386,2018-11-12,5,MIN,18
387,2018-11-12,5,BRK,18
388,2018-11-12,6,OKC,18
389,2018-11-12,6,PHO,18
390,2018-11-12,7,SAC,18
391,2018-11-12,7,SAS,18
392,2018-11-12,8,TOR,18
393,2018-11-12,8,NOP,18
394,2018-11-12,9,WAS,18
395,2018-11-12,9,ORL,18
396,2018-11-13,1,CLE,18
397,2018-11-13,1,CHO,18
398,2018-11-13,2,DEN,18
399,2018-11-13,2,HOU,18
400,2018-11-13,3,GSW,18
401,2018-11-13,3,ATL,18
402,2018-11-14,1,BOS,18
403,2018-11-14,1,CHI,18
404,2018-11-14,2,BRK,18
405,2018-11-14,2,MIA,18
406,2018-11-14,3,DAL,18
407,2018-11-14,3,UTA,18
408,2018-11-14,4,LAL,18
409,2018-11-14,4,POR,18
410,2018-11-14,5,MIL,18
411,2018-11-14,5,MEM,18
412,2018-11-14,6,MIN,18
413,2018-11-14,6,NOP,18
414,2018-11-14,7,OKC,18
415,2018-11-14,7,NYK,18
416,2018-11-14,8,ORL,18
417,2018-11-14,8,PHI,18
418,2018-11-14,9,PHO,18
419,2018-11-14,9,SAS,18
420,2018-11-14,10,TOR,18
421,2018-11-14,10,DET,18
422,2018-11-14,11,WAS,18
423,2018-11-14,11,CLE,18
424,2018-11-15,1,DEN,18
425,2018-11-15,1,ATL,18
426,2018-11-15,2,HOU,18
427,2018-11-15,2,GSW,18
428,2018-11-15,3,LAC,18
429,2018-11-15,3,SAS,18
430,2018-11-16,1,BOS,18
431,2018-11-16,1,TOR,18
432,2018-11-16,2,IND,18
433,2018-11-16,2,MIA,18
434,2018-11-16,3,MEM,18
435,2018-11-16,3,SAC,18
436,2018-11-16,4,MIL,18
437,2018-11-16,4,CHI,18
438,2018-11-16,5,MIN,18
439,2018-11-16,5,POR,18
440,2018-11-16,6,NOP,18
441,2018-11-16,6,NYK,18
442,2018-11-16,7,PHI,18
443,2018-11-16,7,UTA,18
444,2018-11-16,8,WAS,18
445,2018-11-16,8,BRK,18
446,2018-11-17,1,BOS,18
447,2018-11-17,1,UTA,18
448,2018-11-17,2,BRK,18
449,2018-11-17,2,LAC,18
450,2018-11-17,3,CHI,18
451,2018-11-17,3,TOR,18
452,2018-11-17,4,CHO,18
453,2018-11-17,4,PHI,18
454,2018-11-17,5,DAL,18
455,2018-11-17,5,GSW,18
456,2018-11-17,6,HOU,18
457,2018-11-17,6,SAC,18
458,2018-11-17,7,IND,18
459,2018-11-17,7,ATL,18
460,2018-11-17,8,NOP,18
461,2018-11-17,8,DEN,18
462,2018-11-17,9,ORL,18
463,2018-11-17,9,LAL,18
464,2018-11-17,10,PHO,18
465,2018-11-17,10,OKC,18
466,2018-11-18,1,MIA,18
467,2018-11-18,1,LAL,18
468,2018-11-18,2,MIN,18
469,2018-11-18,2,MEM,18
470,2018-11-18,3,ORL,18
471,2018-11-18,3,NYK,18
472,2018-11-18,4,SAS,18
473,2018-11-18,4,GSW,18
474,2018-11-18,5,WAS,18
475,2018-11-18,5,POR,18
476,2018-11-19,1,ATL,18
477,2018-11-19,1,LAC,18
478,2018-11-19,2,CHO,18
479,2018-11-19,2,BOS,18
480,2018-11-19,3,DET,18
481,2018-11-19,3,CLE,18
482,2018-11-19,4,IND,18
483,2018-11-19,4,UTA,18
484,2018-11-19,5,MEM,18
485,2018-11-19,5,DAL,18
486,2018-11-19,6,MIL,18
487,2018-11-19,6,DEN,18
488,2018-11-19,7,NOP,18
489,2018-11-19,7,SAS,18
490,2018-11-19,8,PHI,18
491,2018-11-19,8,PHO,18
492,2018-11-19,9,SAC,18
493,2018-11-19,9,OKC,18
494,2018-11-20,1,MIA,18
495,2018-11-20,1,BRK,18
496,2018-11-20,2,NYK,18
497,2018-11-20,2,POR,18
498,2018-11-20,3,ORL,18
499,2018-11-20,3,TOR,18
500,2018-11-20,4,WAS,18
501,2018-11-20,4,LAC,18
502,2018-11-21,1,ATL,18
503,2018-11-21,1,TOR,18
504,2018-11-21,2,BOS,18
505,2018-11-21,2,NYK,18
506,2018-11-21,3,CHI,18
507,2018-11-21,3,PHO,18
508,2018-11-21,4,CHO,18
509,2018-11-21,4,IND,18
510,2018-11-21,5,CLE,18
511,2018-11-21,5,LAL,18
512,2018-11-21,6,DAL,18
513,2018-11-21,6,BRK,18
514,2018-11-21,7,GSW,18
515,2018-11-21,7,OKC,18
516,2018-11-21,8,HOU,18
517,2018-11-21,8,DET,18
518,2018-11-21,9,MIL,18
519,2018-11-21,9,POR,18
520,2018-11-21,10,MIN,18
521,2018-11-21,10,DEN,18
522,2018-11-21,11,PHI,18
523,2018-11-21,11,NOP,18
524,2018-11-21,12,SAS,18
525,2018-11-21,12,MEM,18
526,2018-11-21,13,UTA,18
527,2018-11-21,13,SAC,18
528,2018-11-23,1,ATL,18
529,2018-11-23,1,BOS,18
530,2018-11-23,2,BRK,18
531,2018-11-23,2,MIN,18
532,2018-11-23,3,CHI,18
533,2018-11-23,3,MIA,18
534,2018-11-23,4,DEN,18
535,2018-11-23,4,ORL,18
536,2018-11-23,5,DET,18
537,2018-11-23,5,HOU,18
538,2018-11-23,6,GSW,18
539,2018-11-23,6,POR,18
540,2018-11-23,7,IND,18
541,2018-11-23,7,SAS,18
542,2018-11-23,8,LAC,18
543,2018-11-23,8,MEM,18
544,2018-11-23,9,LAL,18
545,2018-11-23,9,UTA,18
546,2018-11-23,10,MIL,18
547,2018-11-23,10,PHO,18
548,2018-11-23,11,NYK,18
549,2018-11-23,11,NOP,18
550,2018-11-23,12,OKC,18
551,2018-11-23,12,CHO,18
552,2018-11-23,13,PHI,18
553,2018-11-23,13,CLE,18
554,2018-11-23,14,TOR,18
555,2018-11-23,14,WAS,18
556,2018-11-24,1,CLE,18
557,2018-11-24,1,HOU,18
558,2018-11-24,2,DAL,18
559,2018-11-24,2,BOS,18
560,2018-11-24,3,GSW,18
561,2018-11-24,3,SAC,18
562,2018-11-24,4,MIL,18
563,2018-11-24,4,SAS,18
564,2018-11-24,5,MIN,18
565,2018-11-24,5,CHI,18
566,2018-11-24,6,OKC,18
567,2018-11-24,6,DEN,18
568,2018-11-24,7,WAS,18
569,2018-11-24,7,NOP,18
570,2018-11-25,1,ATL,18
571,2018-11-25,1,CHO,18
572,2018-11-25,2,BRK,18
573,2018-11-25,2,PHI,18
574,2018-11-25,3,DET,18
575,2018-11-25,3,PHO,18
576,2018-11-25,4,LAL,18
577,2018-11-25,4,ORL,18
578,2018-11-25,5,MEM,18
579,2018-11-25,5,NYK,18
580,2018-11-25,6,POR,18
581,2018-11-25,6,LAC,18
582,2018-11-25,7,SAC,18
583,2018-11-25,7,UTA,18
584,2018-11-25,8,TOR,18
585,2018-11-25,8,MIA,18
586,2018-11-26,1,CHI,18
587,2018-11-26,1,SAS,18
588,2018-11-26,2,CHO,18
589,2018-11-26,2,MIL,18
590,2018-11-26,3,CLE,18
591,2018-11-26,3,MIN,18
592,2018-11-26,4,GSW,18
593,2018-11-26,4,ORL,18
594,2018-11-26,5,NOP,18
595,2018-11-26,5,BOS,18
596,2018-11-26,6,UTA,18
597,2018-11-26,6,IND,18
598,2018-11-26,7,WAS,18
599,2018-11-26,7,HOU,18
600,2018-11-27,1,DEN,18
601,2018-11-27,1,LAL,18
602,2018-11-27,2,DET,18
603,2018-11-27,2,NYK,18
604,2018-11-27,3,MEM,18
605,2018-11-27,3,TOR,18
606,2018-11-27,4,MIA,18
607,2018-11-27,4,ATL,18
608,2018-11-27,5,PHO,18
609,2018-11-27,5,IND,18
610,2018-11-28,1,BRK,18
611,2018-11-28,1,UTA,18
612,2018-11-28,2,CHO,18
613,2018-11-28,2,ATL,18
614,2018-11-28,3,HOU,18
615,2018-11-28,3,DAL,18
616,2018-11-28,4,LAC,18
617,2018-11-28,4,PHO,18
618,2018-11-28,5,MIL,18
619,2018-11-28,5,CHI,18
620,2018-11-28,6,MIN,18
621,2018-11-28,6,SAS,18
622,2018-11-28,7,NOP,18
623,2018-11-28,7,WAS,18
624,2018-11-28,8,OKC,18
625,2018-11-28,8,CLE,18
626,2018-11-28,9,PHI,18
627,2018-11-28,9,NYK,18
628,2018-11-28,10,POR,18
629,2018-11-28,10,ORL,18
630,2018-11-29,1,LAL,18
631,2018-11-29,1,IND,18
632,2018-11-29,2,SAC,18
633,2018-11-29,2,LAC,18
634,2018-11-29,3,TOR,18
635,2018-11-29,3,GSW,18
636,2018-11-30,1,BOS,18
637,2018-11-30,1,CLE,18
638,2018-11-30,2,BRK,18
639,2018-11-30,2,MEM,18
640,2018-11-30,3,CHO,18
641,2018-11-30,3,UTA,18
642,2018-11-30,4,DET,18
643,2018-11-30,4,CHI,18
644,2018-11-30,5,LAL,18
645,2018-11-30,5,DAL,18
646,2018-11-30,6,MIA,18
647,2018-11-30,6,NOP,18
648,2018-11-30,7,OKC,18
649,2018-11-30,7,ATL,18
650,2018-11-30,8,PHI,18
651,2018-11-30,8,WAS,18
652,2018-11-30,9,PHO,18
653,2018-11-30,9,ORL,18
654,2018-11-30,10,POR,18
655,2018-11-30,10,DEN,18
656,2018-11-30,11,SAS,18
657,2018-11-30,11,HOU,18
658,2018-12-01,1,CLE,18
659,2018-12-01,1,TOR,18
660,2018-12-01,2,DET,18
661,2018-12-01,2,GSW,18
662,2018-12-01,3,HOU,18
663,2018-12-01,3,CHI,18
664,2018-12-01,4,MIN,18
665,2018-12-01,4,BOS,18
666,2018-12-01,5,NYK,18
667,2018-12-01,5,MIL,18
668,2018-12-01,6,SAC,18
669,2018-12-01,6,IND,18
670,2018-12-01,7,WAS,18
671,2018-12-01,7,BRK,18
672,2018-12-02,1,CHO,18
673,2018-12-02,1,NOP,18
674,2018-12-02,2,DAL,18
675,2018-12-02,2,LAC,18
676,2018-12-02,3,LAL,18
677,2018-12-02,3,PHO,18
678,2018-12-02,4,MIA,18
679,2018-12-02,4,UTA,18
680,2018-12-02,5,PHI,18
681,2018-12-02,5,MEM,18
682,2018-12-02,6,SAS,18
683,2018-12-02,6,POR,18
684,2018-12-03,1,ATL,18
685,2018-12-03,1,GSW,18
686,2018-12-03,2,BRK,18
687,2018-12-03,2,CLE,18
688,2018-12-03,3,DET,18
689,2018-12-03,3,OKC,18
690,2018-12-03,4,MIN,18
691,2018-12-03,4,HOU,18
692,2018-12-03,5,NOP,18
693,2018-12-03,5,LAC,18
694,2018-12-03,6,NYK,18
695,2018-12-03,6,WAS,18
696,2018-12-03,7,TOR,18
697,2018-12-03,7,DEN,18
698,2018-12-04,1,DAL,18
699,2018-12-04,1,POR,18
700,2018-12-04,2,IND,18
701,2018-12-04,2,CHI,18
702,2018-12-04,3,MIA,18
703,2018-12-04,3,ORL,18
704,2018-12-04,4,PHO,18
705,2018-12-04,4,SAC,18
706,2018-12-04,5,UTA,18
707,2018-12-04,5,SAS,18
708,2018-12-05,1,ATL,18
709,2018-12-05,1,WAS,18
710,2018-12-05,2,BRK,18
711,2018-12-05,2,OKC,18
712,2018-12-05,3,CLE,18
713,2018-12-05,3,GSW,18
714,2018-12-05,4,LAL,18
715,2018-12-05,4,SAS,18
716,2018-12-05,5,MEM,18
717,2018-12-05,5,LAC,18
718,2018-12-05,6,MIL,18
719,2018-12-05,6,DET,18
720,2018-12-05,7,MIN,18
721,2018-12-05,7,CHO,18
722,2018-12-05,8,NOP,18
723,2018-12-05,8,DAL,18
724,2018-12-05,9,ORL,18
725,2018-12-05,9,DEN,18
726,2018-12-05,10,TOR,18
727,2018-12-05,10,PHI,18
728,2018-12-06,1,BOS,18
729,2018-12-06,1,NYK,18
730,2018-12-06,2,POR,18
731,2018-12-06,2,PHO,18
732,2018-12-06,3,UTA,18
733,2018-12-06,3,HOU,18
734,2018-12-07,1,BRK,18
735,2018-12-07,1,TOR,18
736,2018-12-07,2,CHI,18
737,2018-12-07,2,OKC,18
738,2018-12-07,3,CHO,18
739,2018-12-07,3,DEN,18
740,2018-12-07,4,CLE,18
741,2018-12-07,4,SAC,18
742,2018-12-07,5,DET,18
743,2018-12-07,5,PHI,18
744,2018-12-07,6,MIL,18
745,2018-12-07,6,GSW,18
746,2018-12-07,7,NOP,18
747,2018-12-07,7,MEM,18
748,2018-12-07,8,ORL,18
749,2018-12-07,8,IND,18
750,2018-12-07,9,PHO,18
751,2018-12-07,9,MIA,18
752,2018-12-07,10,SAS,18
753,2018-12-07,10,LAL,18
754,2018-12-08,1,ATL,18
755,2018-12-08,1,DEN,18
756,2018-12-08,2,CHI,18
757,2018-12-08,2,BOS,18
758,2018-12-08,3,CLE,18
759,2018-12-08,3,WAS,18
760,2018-12-08,4,DAL,18
761,2018-12-08,4,HOU,18
762,2018-12-08,5,IND,18
763,2018-12-08,5,SAC,18
764,2018-12-08,6,LAC,18
765,2018-12-08,6,MIA,18
766,2018-12-08,7,MEM,18
767,2018-12-08,7,LAL,18
768,2018-12-08,8,NYK,18
769,2018-12-08,8,BRK,18
770,2018-12-08,9,POR,18
771,2018-12-08,9,MIN,18
772,2018-12-09,1,DET,18
773,2018-12-09,1,NOP,18
774,2018-12-09,2,NYK,18
775,2018-12-09,2,CHO,18
776,2018-12-09,3,SAS,18
777,2018-12-09,3,UTA,18
778,2018-12-09,4,TOR,18
779,2018-12-09,4,MIL,18
780,2018-12-10,1,BOS,18
781,2018-12-10,1,NOP,18
782,2018-12-10,2,CHI,18
783,2018-12-10,2,SAC,18
784,2018-12-10,3,DAL,18
785,2018-12-10,3,ORL,18
786,2018-12-10,4,DEN,18
787,2018-12-10,4,MEM,18
788,2018-12-10,5,GSW,18
789,2018-12-10,5,MIN,18
790,2018-12-10,6,IND,18
791,2018-12-10,6,WAS,18
792,2018-12-10,7,LAL,18
793,2018-12-10,7,MIA,18
794,2018-12-10,8,MIL,18
795,2018-12-10,8,CLE,18
796,2018-12-10,9,OKC,18
797,2018-12-10,9,UTA,18
798,2018-12-10,10,PHI,18
799,2018-12-10,10,DET,18
800,2018-12-10,11,PHO,18
801,2018-12-10,11,LAC,18
802,2018-12-11,1,HOU,18
803,2018-12-11,1,POR,18
804,2018-12-11,2,LAC,18
805,2018-12-11,2,TOR,18
806,2018-12-11,3,SAS,18
807,2018-12-11,3,PHO,18
808,2018-12-12,1,CHO,18
809,2018-12-12,1,DET,18
810,2018-12-12,2,CLE,18
811,2018-12-12,2,NYK,18
812,2018-12-12,3,DAL,18
813,2018-12-12,3,ATL,18
814,2018-12-12,4,GSW,18
815,2018-12-12,4,TOR,18
816,2018-12-12,5,IND,18
817,2018-12-12,5,MIL,18
818,2018-12-12,6,MEM,18
819,2018-12-12,6,POR,18
820,2018-12-12,7,NOP,18
821,2018-12-12,7,OKC,18
822,2018-12-12,8,PHI,18
823,2018-12-12,8,BRK,18
824,2018-12-12,9,SAC,18
825,2018-12-12,9,MIN,18
826,2018-12-12,10,UTA,18
