2008-12-30|WAS|1610612745
2009-01-02|BOS|1610612738
2009-01-02|WAS|1610612745
2009-01-02|CLE|1610612739
2009-01-02|CHI|1610612741
2009-01-02|DAL|1610612742
2009-01-02|PHI|1610612755
2009-01-02|DET|1610612765
2009-01-02|SAC|1610612758
2009-01-02|LAL|1610612747
2009-01-02|UTA|1610612762
2009-01-02|MEM|1610612763
2009-01-02|SAS|1610612759
2009-01-02|MIL|1610612749
2009-01-02|CHA|1610612766
2009-01-02|MIN|1610612750
2009-01-02|GSW|1610612744
2009-01-02|NJN|1610612751
2009-01-02|ATL|1610612737
2009-01-02|NYK|1610612752
2009-01-02|IND|1610612754
2009-01-02|OKC|1610612760
2009-01-02|DEN|1610612743
2009-01-02|ORL|1610612753
2009-01-02|MIA|1610612748
2009-01-02|PHO|1610612756
2009-01-02|LAC|1610612746
2009-01-02|POR|1610612757
2009-01-02|NOH|1610612740
2009-01-02|TOR|1610612761
2009-01-02|HOU|1610612745
2009-01-03|ATL|1610612737
2009-01-03|HOU|1610612745
2009-01-03|CHA|1610612766
2009-01-03|MIL|1610612749
2009-01-03|CHI|1610612741
2009-01-03|MIN|1610612750
